file_id,label,split,snr_db,siren_src,clip_dur_s,wav_path,npy_path
pos_04786_Siren_7_snr+10dB.wav,1,train,10.0,Siren_7,2,clips\positive\pos_04786_Siren_7_snr+10dB.wav,features\positive\pos_04786_Siren_7_snr+10dB.npy
neg_04729.wav,0,train,,,2,clips\negative\neg_04729.wav,features\negative\neg_04729.npy
pos_03751_Siren_2_snr+10dB.wav,1,train,10.0,Siren_2,2,clips\positive\pos_03751_Siren_2_snr+10dB.wav,features\positive\pos_03751_Siren_2_snr+10dB.npy
neg_01168.wav,0,train,,,2,clips\negative\neg_01168.wav,features\negative\neg_01168.npy
neg_03569.wav,0,train,,,2,clips\negative\neg_03569.wav,features\negative\neg_03569.npy
neg_04805.wav,0,train,,,2,clips\negative\neg_04805.wav,features\negative\neg_04805.npy
pos_06664_Siren_4_snr-5dB.wav,1,train,-5.0,Siren_4,2,clips\positive\pos_06664_Siren_4_snr-5dB.wav,features\positive\pos_06664_Siren_4_snr-5dB.npy
pos_04745_Siren_6_snr+20dB.wav,1,train,20.0,Siren_6,2,clips\positive\pos_04745_Siren_6_snr+20dB.wav,features\positive\pos_04745_Siren_6_snr+20dB.npy
pos_03509_Siren_5_snr-5dB.wav,1,train,-5.0,Siren_5,2,clips\positive\pos_03509_Siren_5_snr-5dB.wav,features\positive\pos_03509_Siren_5_snr-5dB.npy
neg_06687.wav,0,train,,,2,clips\negative\neg_06687.wav,features\negative\neg_06687.npy
neg_03699.wav,0,train,,,2,clips\negative\neg_03699.wav,features\negative\neg_03699.npy
neg_05606.wav,0,train,,,2,clips\negative\neg_05606.wav,features\negative\neg_05606.npy
neg_06525.wav,0,train,,,2,clips\negative\neg_06525.wav,features\negative\neg_06525.npy
neg_02782.wav,0,train,,,2,clips\negative\neg_02782.wav,features\negative\neg_02782.npy
neg_06626.wav,0,train,,,2,clips\negative\neg_06626.wav,features\negative\neg_06626.npy
neg_02494.wav,0,train,,,2,clips\negative\neg_02494.wav,features\negative\neg_02494.npy
pos_06489_Siren_4_snr-5dB.wav,1,train,-5.0,Siren_4,2,clips\positive\pos_06489_Siren_4_snr-5dB.wav,features\positive\pos_06489_Siren_4_snr-5dB.npy
pos_05899_Siren_6_snr-5dB.wav,1,train,-5.0,Siren_6,2,clips\positive\pos_05899_Siren_6_snr-5dB.wav,features\positive\pos_05899_Siren_6_snr-5dB.npy
pos_01068_Siren_8_snr+0dB.wav,1,train,0.0,Siren_8,2,clips\positive\pos_01068_Siren_8_snr+0dB.wav,features\positive\pos_01068_Siren_8_snr+0dB.npy
neg_01814.wav,0,train,,,2,clips\negative\neg_01814.wav,features\negative\neg_01814.npy
pos_02470_Siren_4_snr+20dB.wav,1,train,20.0,Siren_4,2,clips\positive\pos_02470_Siren_4_snr+20dB.wav,features\positive\pos_02470_Siren_4_snr+20dB.npy
neg_03591.wav,0,train,,,2,clips\negative\neg_03591.wav,features\negative\neg_03591.npy
neg_01919.wav,0,train,,,2,clips\negative\neg_01919.wav,features\negative\neg_01919.npy
pos_00553_Siren_6_snr+0dB.wav,1,train,0.0,Siren_6,2,clips\positive\pos_00553_Siren_6_snr+0dB.wav,features\positive\pos_00553_Siren_6_snr+0dB.npy
neg_04352.wav,0,train,,,2,clips\negative\neg_04352.wav,features\negative\neg_04352.npy
neg_04855.wav,0,train,,,2,clips\negative\neg_04855.wav,features\negative\neg_04855.npy
pos_05220_Siren_1_snr+20dB.wav,1,train,20.0,Siren_1,2,clips\positive\pos_05220_Siren_1_snr+20dB.wav,features\positive\pos_05220_Siren_1_snr+20dB.npy
pos_02992_Siren_8_snr+5dB.wav,1,train,5.0,Siren_8,2,clips\positive\pos_02992_Siren_8_snr+5dB.wav,features\positive\pos_02992_Siren_8_snr+5dB.npy
neg_00058.wav,0,train,,,2,clips\negative\neg_00058.wav,features\negative\neg_00058.npy
pos_06176_Siren_8_snr+10dB.wav,1,train,10.0,Siren_8,2,clips\positive\pos_06176_Siren_8_snr+10dB.wav,features\positive\pos_06176_Siren_8_snr+10dB.npy
pos_05848_Siren_3_snr+0dB.wav,1,train,0.0,Siren_3,2,clips\positive\pos_05848_Siren_3_snr+0dB.wav,features\positive\pos_05848_Siren_3_snr+0dB.npy
neg_01676.wav,0,train,,,2,clips\negative\neg_01676.wav,features\negative\neg_01676.npy
pos_03447_Siren_6_snr+5dB.wav,1,train,5.0,Siren_6,2,clips\positive\pos_03447_Siren_6_snr+5dB.wav,features\positive\pos_03447_Siren_6_snr+5dB.npy
neg_04988.wav,0,train,,,2,clips\negative\neg_04988.wav,features\negative\neg_04988.npy
pos_03233_Siren_1_snr+0dB.wav,1,train,0.0,Siren_1,2,clips\positive\pos_03233_Siren_1_snr+0dB.wav,features\positive\pos_03233_Siren_1_snr+0dB.npy
pos_05331_Siren_5_snr+10dB.wav,1,train,10.0,Siren_5,2,clips\positive\pos_05331_Siren_5_snr+10dB.wav,features\positive\pos_05331_Siren_5_snr+10dB.npy
neg_06204.wav,0,train,,,2,clips\negative\neg_06204.wav,features\negative\neg_06204.npy
neg_04846.wav,0,train,,,2,clips\negative\neg_04846.wav,features\negative\neg_04846.npy
pos_00420_Siren_8_snr+20dB.wav,1,train,20.0,Siren_8,2,clips\positive\pos_00420_Siren_8_snr+20dB.wav,features\positive\pos_00420_Siren_8_snr+20dB.npy
pos_04074_Siren_3_snr-5dB.wav,1,train,-5.0,Siren_3,2,clips\positive\pos_04074_Siren_3_snr-5dB.wav,features\positive\pos_04074_Siren_3_snr-5dB.npy
pos_07393_Siren_5_snr+0dB.wav,1,train,0.0,Siren_5,2,clips\positive\pos_07393_Siren_5_snr+0dB.wav,features\positive\pos_07393_Siren_5_snr+0dB.npy
pos_04407_Siren_2_snr+5dB.wav,1,train,5.0,Siren_2,2,clips\positive\pos_04407_Siren_2_snr+5dB.wav,features\positive\pos_04407_Siren_2_snr+5dB.npy
pos_01496_Siren_8_snr+10dB.wav,1,train,10.0,Siren_8,2,clips\positive\pos_01496_Siren_8_snr+10dB.wav,features\positive\pos_01496_Siren_8_snr+10dB.npy
pos_01047_Siren_4_snr+5dB.wav,1,train,5.0,Siren_4,2,clips\positive\pos_01047_Siren_4_snr+5dB.wav,features\positive\pos_01047_Siren_4_snr+5dB.npy
neg_06828.wav,0,train,,,2,clips\negative\neg_06828.wav,features\negative\neg_06828.npy
neg_04736.wav,0,train,,,2,clips\negative\neg_04736.wav,features\negative\neg_04736.npy
pos_00856_Siren_1_snr+10dB.wav,1,train,10.0,Siren_1,2,clips\positive\pos_00856_Siren_1_snr+10dB.wav,features\positive\pos_00856_Siren_1_snr+10dB.npy
neg_01894.wav,0,train,,,2,clips\negative\neg_01894.wav,features\negative\neg_01894.npy
neg_01963.wav,0,train,,,2,clips\negative\neg_01963.wav,features\negative\neg_01963.npy
neg_01607.wav,0,train,,,2,clips\negative\neg_01607.wav,features\negative\neg_01607.npy
pos_04333_Siren_8_snr+0dB.wav,1,train,0.0,Siren_8,2,clips\positive\pos_04333_Siren_8_snr+0dB.wav,features\positive\pos_04333_Siren_8_snr+0dB.npy
neg_01793.wav,0,train,,,2,clips\negative\neg_01793.wav,features\negative\neg_01793.npy
neg_06508.wav,0,train,,,2,clips\negative\neg_06508.wav,features\negative\neg_06508.npy
neg_02716.wav,0,train,,,2,clips\negative\neg_02716.wav,features\negative\neg_02716.npy
pos_07070_Siren_8_snr+20dB.wav,1,train,20.0,Siren_8,2,clips\positive\pos_07070_Siren_8_snr+20dB.wav,features\positive\pos_07070_Siren_8_snr+20dB.npy
pos_06023_Siren_3_snr+0dB.wav,1,train,0.0,Siren_3,2,clips\positive\pos_06023_Siren_3_snr+0dB.wav,features\positive\pos_06023_Siren_3_snr+0dB.npy
pos_02894_Siren_6_snr-5dB.wav,1,train,-5.0,Siren_6,2,clips\positive\pos_02894_Siren_6_snr-5dB.wav,features\positive\pos_02894_Siren_6_snr-5dB.npy
pos_00820_Siren_8_snr+20dB.wav,1,train,20.0,Siren_8,2,clips\positive\pos_00820_Siren_8_snr+20dB.wav,features\positive\pos_00820_Siren_8_snr+20dB.npy
pos_01643_Siren_7_snr+0dB.wav,1,train,0.0,Siren_7,2,clips\positive\pos_01643_Siren_7_snr+0dB.wav,features\positive\pos_01643_Siren_7_snr+0dB.npy
pos_06634_Siren_3_snr-5dB.wav,1,train,-5.0,Siren_3,2,clips\positive\pos_06634_Siren_3_snr-5dB.wav,features\positive\pos_06634_Siren_3_snr-5dB.npy
neg_01997.wav,0,train,,,2,clips\negative\neg_01997.wav,features\negative\neg_01997.npy
pos_00107_Siren_6_snr+5dB.wav,1,train,5.0,Siren_6,2,clips\positive\pos_00107_Siren_6_snr+5dB.wav,features\positive\pos_00107_Siren_6_snr+5dB.npy
pos_00367_Siren_1_snr+5dB.wav,1,train,5.0,Siren_1,2,clips\positive\pos_00367_Siren_1_snr+5dB.wav,features\positive\pos_00367_Siren_1_snr+5dB.npy
neg_02898.wav,0,train,,,2,clips\negative\neg_02898.wav,features\negative\neg_02898.npy
neg_01418.wav,0,train,,,2,clips\negative\neg_01418.wav,features\negative\neg_01418.npy
pos_02420_Siren_7_snr+20dB.wav,1,train,20.0,Siren_7,2,clips\positive\pos_02420_Siren_7_snr+20dB.wav,features\positive\pos_02420_Siren_7_snr+20dB.npy
pos_00729_Siren_1_snr-5dB.wav,1,train,-5.0,Siren_1,2,clips\positive\pos_00729_Siren_1_snr-5dB.wav,features\positive\pos_00729_Siren_1_snr-5dB.npy
pos_04168_Siren_8_snr+0dB.wav,1,train,0.0,Siren_8,2,clips\positive\pos_04168_Siren_8_snr+0dB.wav,features\positive\pos_04168_Siren_8_snr+0dB.npy
neg_04338.wav,0,train,,,2,clips\negative\neg_04338.wav,features\negative\neg_04338.npy
neg_01506.wav,0,train,,,2,clips\negative\neg_01506.wav,features\negative\neg_01506.npy
neg_04230.wav,0,train,,,2,clips\negative\neg_04230.wav,features\negative\neg_04230.npy
pos_05688_Siren_3_snr+0dB.wav,1,train,0.0,Siren_3,2,clips\positive\pos_05688_Siren_3_snr+0dB.wav,features\positive\pos_05688_Siren_3_snr+0dB.npy
pos_02388_Siren_4_snr+0dB.wav,1,train,0.0,Siren_4,2,clips\positive\pos_02388_Siren_4_snr+0dB.wav,features\positive\pos_02388_Siren_4_snr+0dB.npy
neg_01744.wav,0,train,,,2,clips\negative\neg_01744.wav,features\negative\neg_01744.npy
neg_00362.wav,0,train,,,2,clips\negative\neg_00362.wav,features\negative\neg_00362.npy
neg_06818.wav,0,train,,,2,clips\negative\neg_06818.wav,features\negative\neg_06818.npy
neg_06551.wav,0,train,,,2,clips\negative\neg_06551.wav,features\negative\neg_06551.npy
neg_01263.wav,0,train,,,2,clips\negative\neg_01263.wav,features\negative\neg_01263.npy
pos_06958_Siren_4_snr+0dB.wav,1,train,0.0,Siren_4,2,clips\positive\pos_06958_Siren_4_snr+0dB.wav,features\positive\pos_06958_Siren_4_snr+0dB.npy
pos_00510_Siren_1_snr+20dB.wav,1,train,20.0,Siren_1,2,clips\positive\pos_00510_Siren_1_snr+20dB.wav,features\positive\pos_00510_Siren_1_snr+20dB.npy
pos_00700_Siren_8_snr+20dB.wav,1,train,20.0,Siren_8,2,clips\positive\pos_00700_Siren_8_snr+20dB.wav,features\positive\pos_00700_Siren_8_snr+20dB.npy
pos_05572_Siren_1_snr+5dB.wav,1,train,5.0,Siren_1,2,clips\positive\pos_05572_Siren_1_snr+5dB.wav,features\positive\pos_05572_Siren_1_snr+5dB.npy
neg_03156.wav,0,train,,,2,clips\negative\neg_03156.wav,features\negative\neg_03156.npy
neg_01772.wav,0,train,,,2,clips\negative\neg_01772.wav,features\negative\neg_01772.npy
pos_01277_Siren_4_snr+5dB.wav,1,train,5.0,Siren_4,2,clips\positive\pos_01277_Siren_4_snr+5dB.wav,features\positive\pos_01277_Siren_4_snr+5dB.npy
pos_03963_Siren_7_snr+0dB.wav,1,train,0.0,Siren_7,2,clips\positive\pos_03963_Siren_7_snr+0dB.wav,features\positive\pos_03963_Siren_7_snr+0dB.npy
neg_02914.wav,0,train,,,2,clips\negative\neg_02914.wav,features\negative\neg_02914.npy
pos_00039_Siren_1_snr-5dB.wav,1,train,-5.0,Siren_1,2,clips\positive\pos_00039_Siren_1_snr-5dB.wav,features\positive\pos_00039_Siren_1_snr-5dB.npy
pos_01891_Siren_3_snr+10dB.wav,1,train,10.0,Siren_3,2,clips\positive\pos_01891_Siren_3_snr+10dB.wav,features\positive\pos_01891_Siren_3_snr+10dB.npy
neg_04354.wav,0,train,,,2,clips\negative\neg_04354.wav,features\negative\neg_04354.npy
pos_04417_Siren_4_snr+5dB.wav,1,train,5.0,Siren_4,2,clips\positive\pos_04417_Siren_4_snr+5dB.wav,features\positive\pos_04417_Siren_4_snr+5dB.npy
neg_02245.wav,0,train,,,2,clips\negative\neg_02245.wav,features\negative\neg_02245.npy
pos_07307_Siren_1_snr+5dB.wav,1,train,5.0,Siren_1,2,clips\positive\pos_07307_Siren_1_snr+5dB.wav,features\positive\pos_07307_Siren_1_snr+5dB.npy
pos_03222_Siren_2_snr+5dB.wav,1,train,5.0,Siren_2,2,clips\positive\pos_03222_Siren_2_snr+5dB.wav,features\positive\pos_03222_Siren_2_snr+5dB.npy
neg_06279.wav,0,train,,,2,clips\negative\neg_06279.wav,features\negative\neg_06279.npy
pos_06948_Siren_5_snr+0dB.wav,1,train,0.0,Siren_5,2,clips\positive\pos_06948_Siren_5_snr+0dB.wav,features\positive\pos_06948_Siren_5_snr+0dB.npy
neg_01821.wav,0,train,,,2,clips\negative\neg_01821.wav,features\negative\neg_01821.npy
pos_01303_Siren_7_snr+0dB.wav,1,train,0.0,Siren_7,2,clips\positive\pos_01303_Siren_7_snr+0dB.wav,features\positive\pos_01303_Siren_7_snr+0dB.npy
pos_03295_Siren_3_snr+20dB.wav,1,train,20.0,Siren_3,2,clips\positive\pos_03295_Siren_3_snr+20dB.wav,features\positive\pos_03295_Siren_3_snr+20dB.npy
pos_07087_Siren_6_snr+5dB.wav,1,train,5.0,Siren_6,2,clips\positive\pos_07087_Siren_6_snr+5dB.wav,features\positive\pos_07087_Siren_6_snr+5dB.npy
pos_00346_Siren_4_snr+10dB.wav,1,train,10.0,Siren_4,2,clips\positive\pos_00346_Siren_4_snr+10dB.wav,features\positive\pos_00346_Siren_4_snr+10dB.npy
neg_05400.wav,0,train,,,2,clips\negative\neg_05400.wav,features\negative\neg_05400.npy
neg_00637.wav,0,train,,,2,clips\negative\neg_00637.wav,features\negative\neg_00637.npy
pos_00474_Siren_5_snr-5dB.wav,1,train,-5.0,Siren_5,2,clips\positive\pos_00474_Siren_5_snr-5dB.wav,features\positive\pos_00474_Siren_5_snr-5dB.npy
pos_03997_Siren_3_snr+5dB.wav,1,train,5.0,Siren_3,2,clips\positive\pos_03997_Siren_3_snr+5dB.wav,features\positive\pos_03997_Siren_3_snr+5dB.npy
neg_05952.wav,0,train,,,2,clips\negative\neg_05952.wav,features\negative\neg_05952.npy
neg_06286.wav,0,train,,,2,clips\negative\neg_06286.wav,features\negative\neg_06286.npy
neg_03728.wav,0,train,,,2,clips\negative\neg_03728.wav,features\negative\neg_03728.npy
pos_05508_Siren_4_snr+0dB.wav,1,train,0.0,Siren_4,2,clips\positive\pos_05508_Siren_4_snr+0dB.wav,features\positive\pos_05508_Siren_4_snr+0dB.npy
pos_00322_Siren_8_snr+5dB.wav,1,train,5.0,Siren_8,2,clips\positive\pos_00322_Siren_8_snr+5dB.wav,features\positive\pos_00322_Siren_8_snr+5dB.npy
neg_02495.wav,0,train,,,2,clips\negative\neg_02495.wav,features\negative\neg_02495.npy
neg_06597.wav,0,train,,,2,clips\negative\neg_06597.wav,features\negative\neg_06597.npy
pos_03570_Siren_6_snr+20dB.wav,1,train,20.0,Siren_6,2,clips\positive\pos_03570_Siren_6_snr+20dB.wav,features\positive\pos_03570_Siren_6_snr+20dB.npy
pos_05422_Siren_2_snr+5dB.wav,1,train,5.0,Siren_2,2,clips\positive\pos_05422_Siren_2_snr+5dB.wav,features\positive\pos_05422_Siren_2_snr+5dB.npy
pos_02991_Siren_3_snr+10dB.wav,1,train,10.0,Siren_3,2,clips\positive\pos_02991_Siren_3_snr+10dB.wav,features\positive\pos_02991_Siren_3_snr+10dB.npy
neg_02222.wav,0,train,,,2,clips\negative\neg_02222.wav,features\negative\neg_02222.npy
pos_00971_Siren_5_snr+10dB.wav,1,train,10.0,Siren_5,2,clips\positive\pos_00971_Siren_5_snr+10dB.wav,features\positive\pos_00971_Siren_5_snr+10dB.npy
pos_06389_Siren_4_snr-5dB.wav,1,train,-5.0,Siren_4,2,clips\positive\pos_06389_Siren_4_snr-5dB.wav,features\positive\pos_06389_Siren_4_snr-5dB.npy
neg_01953.wav,0,train,,,2,clips\negative\neg_01953.wav,features\negative\neg_01953.npy
neg_02418.wav,0,train,,,2,clips\negative\neg_02418.wav,features\negative\neg_02418.npy
neg_01121.wav,0,train,,,2,clips\negative\neg_01121.wav,features\negative\neg_01121.npy
pos_05601_Siren_7_snr+10dB.wav,1,train,10.0,Siren_7,2,clips\positive\pos_05601_Siren_7_snr+10dB.wav,features\positive\pos_05601_Siren_7_snr+10dB.npy
neg_04979.wav,0,train,,,2,clips\negative\neg_04979.wav,features\negative\neg_04979.npy
neg_03701.wav,0,train,,,2,clips\negative\neg_03701.wav,features\negative\neg_03701.npy
pos_01201_Siren_5_snr+10dB.wav,1,train,10.0,Siren_5,2,clips\positive\pos_01201_Siren_5_snr+10dB.wav,features\positive\pos_01201_Siren_5_snr+10dB.npy
pos_07171_Siren_4_snr+10dB.wav,1,train,10.0,Siren_4,2,clips\positive\pos_07171_Siren_4_snr+10dB.wav,features\positive\pos_07171_Siren_4_snr+10dB.npy
pos_06497_Siren_8_snr+5dB.wav,1,train,5.0,Siren_8,2,clips\positive\pos_06497_Siren_8_snr+5dB.wav,features\positive\pos_06497_Siren_8_snr+5dB.npy
pos_00036_Siren_3_snr+10dB.wav,1,train,10.0,Siren_3,2,clips\positive\pos_00036_Siren_3_snr+10dB.wav,features\positive\pos_00036_Siren_3_snr+10dB.npy
pos_05524_Siren_2_snr-5dB.wav,1,train,-5.0,Siren_2,2,clips\positive\pos_05524_Siren_2_snr-5dB.wav,features\positive\pos_05524_Siren_2_snr-5dB.npy
pos_05421_Siren_8_snr+10dB.wav,1,train,10.0,Siren_8,2,clips\positive\pos_05421_Siren_8_snr+10dB.wav,features\positive\pos_05421_Siren_8_snr+10dB.npy
neg_05231.wav,0,train,,,2,clips\negative\neg_05231.wav,features\negative\neg_05231.npy
neg_00776.wav,0,train,,,2,clips\negative\neg_00776.wav,features\negative\neg_00776.npy
pos_06372_Siren_7_snr+5dB.wav,1,train,5.0,Siren_7,2,clips\positive\pos_06372_Siren_7_snr+5dB.wav,features\positive\pos_06372_Siren_7_snr+5dB.npy
neg_04231.wav,0,train,,,2,clips\negative\neg_04231.wav,features\negative\neg_04231.npy
neg_00319.wav,0,train,,,2,clips\negative\neg_00319.wav,features\negative\neg_00319.npy
neg_05230.wav,0,train,,,2,clips\negative\neg_05230.wav,features\negative\neg_05230.npy
pos_07273_Siren_3_snr+0dB.wav,1,train,0.0,Siren_3,2,clips\positive\pos_07273_Siren_3_snr+0dB.wav,features\positive\pos_07273_Siren_3_snr+0dB.npy
neg_04205.wav,0,train,,,2,clips\negative\neg_04205.wav,features\negative\neg_04205.npy
pos_01288_Siren_1_snr+0dB.wav,1,train,0.0,Siren_1,2,clips\positive\pos_01288_Siren_1_snr+0dB.wav,features\positive\pos_01288_Siren_1_snr+0dB.npy
pos_05767_Siren_4_snr+5dB.wav,1,train,5.0,Siren_4,2,clips\positive\pos_05767_Siren_4_snr+5dB.wav,features\positive\pos_05767_Siren_4_snr+5dB.npy
pos_02400_Siren_4_snr+20dB.wav,1,train,20.0,Siren_4,2,clips\positive\pos_02400_Siren_4_snr+20dB.wav,features\positive\pos_02400_Siren_4_snr+20dB.npy
neg_06366.wav,0,train,,,2,clips\negative\neg_06366.wav,features\negative\neg_06366.npy
pos_05770_Siren_7_snr+20dB.wav,1,train,20.0,Siren_7,2,clips\positive\pos_05770_Siren_7_snr+20dB.wav,features\positive\pos_05770_Siren_7_snr+20dB.npy
pos_06494_Siren_2_snr-5dB.wav,1,train,-5.0,Siren_2,2,clips\positive\pos_06494_Siren_2_snr-5dB.wav,features\positive\pos_06494_Siren_2_snr-5dB.npy
pos_01746_Siren_3_snr+10dB.wav,1,train,10.0,Siren_3,2,clips\positive\pos_01746_Siren_3_snr+10dB.wav,features\positive\pos_01746_Siren_3_snr+10dB.npy
pos_04257_Siren_5_snr+5dB.wav,1,train,5.0,Siren_5,2,clips\positive\pos_04257_Siren_5_snr+5dB.wav,features\positive\pos_04257_Siren_5_snr+5dB.npy
pos_04087_Siren_8_snr+5dB.wav,1,train,5.0,Siren_8,2,clips\positive\pos_04087_Siren_8_snr+5dB.wav,features\positive\pos_04087_Siren_8_snr+5dB.npy
pos_04202_Siren_1_snr+5dB.wav,1,train,5.0,Siren_1,2,clips\positive\pos_04202_Siren_1_snr+5dB.wav,features\positive\pos_04202_Siren_1_snr+5dB.npy
pos_06292_Siren_1_snr+5dB.wav,1,train,5.0,Siren_1,2,clips\positive\pos_06292_Siren_1_snr+5dB.wav,features\positive\pos_06292_Siren_1_snr+5dB.npy
pos_05478_Siren_8_snr+0dB.wav,1,train,0.0,Siren_8,2,clips\positive\pos_05478_Siren_8_snr+0dB.wav,features\positive\pos_05478_Siren_8_snr+0dB.npy
neg_01960.wav,0,train,,,2,clips\negative\neg_01960.wav,features\negative\neg_01960.npy
neg_03901.wav,0,train,,,2,clips\negative\neg_03901.wav,features\negative\neg_03901.npy
pos_02507_Siren_3_snr+5dB.wav,1,train,5.0,Siren_3,2,clips\positive\pos_02507_Siren_3_snr+5dB.wav,features\positive\pos_02507_Siren_3_snr+5dB.npy
pos_05070_Siren_4_snr+20dB.wav,1,train,20.0,Siren_4,2,clips\positive\pos_05070_Siren_4_snr+20dB.wav,features\positive\pos_05070_Siren_4_snr+20dB.npy
neg_00051.wav,0,train,,,2,clips\negative\neg_00051.wav,features\negative\neg_00051.npy
neg_02754.wav,0,train,,,2,clips\negative\neg_02754.wav,features\negative\neg_02754.npy
pos_00210_Siren_8_snr+20dB.wav,1,train,20.0,Siren_8,2,clips\positive\pos_00210_Siren_8_snr+20dB.wav,features\positive\pos_00210_Siren_8_snr+20dB.npy
pos_01950_Siren_8_snr+20dB.wav,1,train,20.0,Siren_8,2,clips\positive\pos_01950_Siren_8_snr+20dB.wav,features\positive\pos_01950_Siren_8_snr+20dB.npy
pos_03984_Siren_7_snr-5dB.wav,1,train,-5.0,Siren_7,2,clips\positive\pos_03984_Siren_7_snr-5dB.wav,features\positive\pos_03984_Siren_7_snr-5dB.npy
pos_00651_Siren_1_snr+10dB.wav,1,train,10.0,Siren_1,2,clips\positive\pos_00651_Siren_1_snr+10dB.wav,features\positive\pos_00651_Siren_1_snr+10dB.npy
pos_02206_Siren_6_snr+10dB.wav,1,train,10.0,Siren_6,2,clips\positive\pos_02206_Siren_6_snr+10dB.wav,features\positive\pos_02206_Siren_6_snr+10dB.npy
pos_02615_Siren_2_snr+20dB.wav,1,train,20.0,Siren_2,2,clips\positive\pos_02615_Siren_2_snr+20dB.wav,features\positive\pos_02615_Siren_2_snr+20dB.npy
pos_01396_Siren_8_snr+10dB.wav,1,train,10.0,Siren_8,2,clips\positive\pos_01396_Siren_8_snr+10dB.wav,features\positive\pos_01396_Siren_8_snr+10dB.npy
neg_04589.wav,0,train,,,2,clips\negative\neg_04589.wav,features\negative\neg_04589.npy
neg_02617.wav,0,train,,,2,clips\negative\neg_02617.wav,features\negative\neg_02617.npy
neg_00970.wav,0,train,,,2,clips\negative\neg_00970.wav,features\negative\neg_00970.npy
pos_01670_Siren_1_snr+20dB.wav,1,train,20.0,Siren_1,2,clips\positive\pos_01670_Siren_1_snr+20dB.wav,features\positive\pos_01670_Siren_1_snr+20dB.npy
pos_02320_Siren_4_snr+20dB.wav,1,train,20.0,Siren_4,2,clips\positive\pos_02320_Siren_4_snr+20dB.wav,features\positive\pos_02320_Siren_4_snr+20dB.npy
pos_01952_Siren_1_snr+5dB.wav,1,train,5.0,Siren_1,2,clips\positive\pos_01952_Siren_1_snr+5dB.wav,features\positive\pos_01952_Siren_1_snr+5dB.npy
neg_05393.wav,0,train,,,2,clips\negative\neg_05393.wav,features\negative\neg_05393.npy
neg_06453.wav,0,train,,,2,clips\negative\neg_06453.wav,features\negative\neg_06453.npy
neg_02889.wav,0,train,,,2,clips\negative\neg_02889.wav,features\negative\neg_02889.npy
neg_06246.wav,0,train,,,2,clips\negative\neg_06246.wav,features\negative\neg_06246.npy
pos_03334_Siren_6_snr-5dB.wav,1,train,-5.0,Siren_6,2,clips\positive\pos_03334_Siren_6_snr-5dB.wav,features\positive\pos_03334_Siren_6_snr-5dB.npy
neg_03495.wav,0,train,,,2,clips\negative\neg_03495.wav,features\negative\neg_03495.npy
neg_02205.wav,0,train,,,2,clips\negative\neg_02205.wav,features\negative\neg_02205.npy
pos_00484_Siren_3_snr-5dB.wav,1,train,-5.0,Siren_3,2,clips\positive\pos_00484_Siren_3_snr-5dB.wav,features\positive\pos_00484_Siren_3_snr-5dB.npy
neg_05984.wav,0,train,,,2,clips\negative\neg_05984.wav,features\negative\neg_05984.npy
pos_00898_Siren_8_snr+0dB.wav,1,train,0.0,Siren_8,2,clips\positive\pos_00898_Siren_8_snr+0dB.wav,features\positive\pos_00898_Siren_8_snr+0dB.npy
pos_01732_Siren_2_snr+5dB.wav,1,train,5.0,Siren_2,2,clips\positive\pos_01732_Siren_2_snr+5dB.wav,features\positive\pos_01732_Siren_2_snr+5dB.npy
neg_02439.wav,0,train,,,2,clips\negative\neg_02439.wav,features\negative\neg_02439.npy
neg_01857.wav,0,train,,,2,clips\negative\neg_01857.wav,features\negative\neg_01857.npy
pos_05165_Siren_3_snr+20dB.wav,1,train,20.0,Siren_3,2,clips\positive\pos_05165_Siren_3_snr+20dB.wav,features\positive\pos_05165_Siren_3_snr+20dB.npy
pos_04119_Siren_4_snr-5dB.wav,1,train,-5.0,Siren_4,2,clips\positive\pos_04119_Siren_4_snr-5dB.wav,features\positive\pos_04119_Siren_4_snr-5dB.npy
neg_02792.wav,0,train,,,2,clips\negative\neg_02792.wav,features\negative\neg_02792.npy
neg_00200.wav,0,train,,,2,clips\negative\neg_00200.wav,features\negative\neg_00200.npy
neg_00419.wav,0,train,,,2,clips\negative\neg_00419.wav,features\negative\neg_00419.npy
pos_01250_Siren_6_snr+20dB.wav,1,train,20.0,Siren_6,2,clips\positive\pos_01250_Siren_6_snr+20dB.wav,features\positive\pos_01250_Siren_6_snr+20dB.npy
pos_04301_Siren_1_snr+10dB.wav,1,train,10.0,Siren_1,2,clips\positive\pos_04301_Siren_1_snr+10dB.wav,features\positive\pos_04301_Siren_1_snr+10dB.npy
pos_02435_Siren_6_snr+20dB.wav,1,train,20.0,Siren_6,2,clips\positive\pos_02435_Siren_6_snr+20dB.wav,features\positive\pos_02435_Siren_6_snr+20dB.npy
neg_01175.wav,0,train,,,2,clips\negative\neg_01175.wav,features\negative\neg_01175.npy
neg_06751.wav,0,train,,,2,clips\negative\neg_06751.wav,features\negative\neg_06751.npy
neg_00377.wav,0,train,,,2,clips\negative\neg_00377.wav,features\negative\neg_00377.npy
pos_04237_Siren_5_snr+5dB.wav,1,train,5.0,Siren_5,2,clips\positive\pos_04237_Siren_5_snr+5dB.wav,features\positive\pos_04237_Siren_5_snr+5dB.npy
